Price,Type,Method,CouncilArea,Rooms,Distance,Bathroom,Car,Lattitude,Longtitude,year,month,day
655000,h,SA,Frankston City Council,3,38,2,1,-38.14016,145.13583,2017,7,29
570000,h,SP,Frankston City Council,3,36.9,1,4,-38.11984,145.16209,2017,7,29
945000,h,S,Frankston City Council,4,38,2,2,-38.16227,145.1208,2017,7,29
450000,u,S,Glen Eira City Council,2,10.1,1,1,-37.88937,145.04038,2017,7,29
1908000,h,SP,Boroondara City Council,4,7.3,1,1,-37.84914,145.06421,2017,7,29
955000,t,S,Boroondara City Council,2,7.3,1,1,-37.85448,145.0485,2017,7,29
1200000,h,S,Monash City Council,4,16.7,2,2,-37.88927,145.18548,2017,7,29
1130000,h,S,Monash City Council,3,16.7,1,1,-37.89928,145.1474,2017,7,29
820000,h,S,Moreland City Council,3,11.2,1,4,-37.70768,144.92586,2017,7,29
760000,h,S,Moreland City Council,3,11.2,1,4,-37.69912,144.90996,2017,7,29
680000,h,S,Moreland City Council,3,11.2,1,1,-37.70425,144.93164,2017,7,29
629500,h,S,Moreland City Council,3,11.2,1,1,-37.69865,144.91733,2017,7,29
900000,h,SP,Moreland City Council,3,12.9,2,2,-37.70606,144.89412,2017,7,29
770000,h,PI,Banyule City Council,4,16.1,2,2,-37.69646,145.12163,2017,7,29
887500,h,S,Banyule City Council,4,16.1,2,2,-37.68433,145.11018,2017,7,29
900000,h,S,Banyule City Council,4,16.1,3,1,-37.70077,145.12743,2017,7,29
860000,h,S,Moreland City Council,3,11.2,2,2,-37.71177,144.94781,2017,7,29
580000,u,S,Boroondara City Council,2,5.3,1,1,-37.83197,145.04306,2017,7,29
840000,u,S,Boroondara City Council,2,5.3,1,1,-37.81494,145.01744,2017,7,29
1460000,h,S,Boroondara City Council,3,5.3,1,1,-37.81628,145.02125,2017,7,29
400000,u,VB,Boroondara City Council,2,6.2,1,1,-37.82465,145.05092,2017,7,29
901000,h,S,Maroondah City Council,3,21.3,2,2,-37.83637,145.24246,2017,7,29
835000,t,VB,Banyule City Council,3,8.9,2,2,-37.74897,145.07024,2017,7,29
1535000,h,S,Bayside City Council,4,16,3,2,-37.95052,145.02551,2017,7,29
1257000,h,S,Bayside City Council,3,16,1,2,-37.9526,145.04207,2017,7,29
1200000,t,S,Bayside City Council,3,16,1,2,-37.94775,145.02379,2017,7,29
1030000,t,PI,Bayside City Council,3,16,2,2,-37.9461,145.02432,2017,7,29
1260000,h,S,Bayside City Council,3,16,1,0,-37.94691,145.04935,2017,7,29
1200000,t,S,Bayside City Council,4,16,2,2,-37.94633,145.04947,2017,7,29
1150000,h,PI,Bayside City Council,2,16,1,2,-37.94763,145.02717,2017,7,29
485000,u,S,Brimbank City Council,3,18,2,2,-37.70428,144.74705,2017,7,29
618350,h,S,Brimbank City Council,4,18,2,2,-37.68104,144.74608,2017,7,29
540000,h,S,Wyndham City Council,3,18.4,2,2,-37.87447,144.66771,2017,7,29
990000,h,VB,Monash City Council,3,12.3,1,2,-37.90904,145.10903,2017,7,29
2250000,h,VB,Banyule City Council,4,7.8,2,2,-37.76231,145.05138,2017,7,29
2530000,h,VB,Banyule City Council,4,7.8,2,0,-37.77671,145.04005,2017,7,29
620500,h,S,Hume City Council,3,14,1,4,-37.68907,144.91459,2017,7,29
1475000,h,PI,Brimbank City Council,4,11.7,2,2,-37.75166,144.87552,2017,7,29
750000,h,S,Brimbank City Council,3,10.4,2,2,-37.72224,144.85739,2017,7,29
765000,h,SP,Brimbank City Council,5,10.4,3,4,-37.72285,144.86073,2017,7,29
445000,u,SP,Melbourne City Council,2,3.4,1,1,-37.79818,144.92685,2017,7,29
501000,u,SP,Melbourne City Council,2,3.4,1,1,-37.79741,144.92614,2017,7,29
1060000,h,S,Melbourne City Council,3,3.4,1,0,-37.7956,144.92779,2017,7,29
1405000,t,S,Boroondara City Council,3,5.4,2,2,-37.81614,145.05056,2017,7,29
3015000,h,S,Boroondara City Council,4,5.4,2,2,-37.80437,145.01725,2017,7,29
1500000,h,S,Boroondara City Council,3,7.3,2,2,-37.79589,145.05223,2017,7,29
745000,h,SP,Greater Dandenong City Council,3,25.2,1,4,-37.9884,145.15925,2017,7,29
725000,h,S,Greater Dandenong City Council,3,25.2,2,4,-37.99432,145.16143,2017,7,29
216000,u,SP,Maribyrnong City Council,1,6.4,1,1,-37.80893,144.87878,2017,7,29
1070000,h,SP,Knox City Council,5,23.3,2,2,-37.88309,145.24917,2017,7,29
375000,h,SP,Melton City Council,3,31.7,2,1,-37.66195,144.59785,2017,7,29
444000,u,S,Whittlesea City Council,2,16.3,1,1,-37.66612,145.0008,2017,7,29
544000,h,S,Whittlesea City Council,3,16.3,1,2,-37.67024,145.03644,2017,7,29
580500,h,S,Whittlesea City Council,3,16.3,1,1,-37.66101,145.02568,2017,7,29
710000,h,S,Whittlesea City Council,4,16.3,1,1,-37.66781,145.00926,2017,7,29
700000,h,SP,Whittlesea City Council,3,16.3,1,2,-37.67427,145.02961,2017,7,29
565500,h,S,Frankston City Council,3,41,2,2,-38.13673,145.21616,2017,7,29
1129000,h,S,Banyule City Council,4,14.6,2,2,-37.72608,145.12115,2017,7,29
670000,t,SP,Maribyrnong City Council,3,6.4,2,2,-37.78502,144.86733,2017,7,29
821000,t,S,Maribyrnong City Council,4,6.4,3,2,-37.78133,144.86768,2017,7,29
360000,t,SP,Hume City Council,3,17.4,1,1,-37.64992,144.91883,2017,7,29
510000,h,SP,Hume City Council,3,17.4,1,1,-37.65168,144.91868,2017,7,29
565000,u,S,Melbourne City Council,2,0,1,0,-37.80802,144.96168,2017,7,29
540000,u,PI,Melbourne City Council,2,0,1,0,-37.81351,144.96908,2017,7,29
300000,h,S,Melton City Council,3,29.8,1,1,-37.71195,144.57235,2017,7,29
385000,h,S,Melton City Council,3,29.8,1,2,-37.70228,144.57688,2017,7,29
427500,h,S,Melton City Council,4,31.7,1,2,-37.67396,144.55784,2017,7,29
641000,u,S,Kingston City Council,2,20,1,1,-37.97836,145.07303,2017,7,29
668000,h,S,Whittlesea City Council,3,17.9,2,1,-37.6764,145.05085,2017,7,29
650000,h,PI,Whittlesea City Council,3,17.9,2,1,-37.66898,145.07209,2017,7,29
490000,h,S,Whittlesea City Council,2,17.9,1,2,-37.6745,145.05491,2017,7,29
800000,h,S,Whittlesea City Council,4,17.9,2,2,-37.65639,145.06518,2017,7,29
955000,h,S,Whittlesea City Council,5,17.9,2,5,-37.66683,145.07751,2017,7,29
635000,h,S,Whittlesea City Council,3,17.9,1,2,-37.66726,145.05819,2017,7,29
943000,t,S,Boroondara City Council,3,10.2,1,1,-37.82335,145.11358,2017,7,29
1400000,h,PI,Moonee Valley City Council,4,6.2,2,1,-37.76261,144.93249,2017,7,29
1245000,h,S,Moonee Valley City Council,3,6.2,1,0,-37.76321,144.91958,2017,7,29
920000,t,S,Kingston City Council,3,14.3,2,2,-37.93793,145.04048,2017,7,29
696000,h,S,Yarra Ranges Shire Council,3,26.5,1,2,-37.7753,145.31266,2017,7,29
600000,u,S,Kingston City Council,2,21.5,1,1,-38.00765,145.0935,2017,7,29
1635000,h,S,Monash City Council,3,14.2,1,2,-37.87735,145.13357,2017,7,29
1406000,h,S,Monash City Council,3,14.2,2,2,-37.86198,145.139,2017,7,29
1640000,h,S,Monash City Council,4,14.2,2,2,-37.85858,145.12053,2017,7,29
9000000,h,PI,Monash City Council,3,18.8,1,1,-37.93168,145.16126,2017,7,29
1001000,h,S,Monash City Council,3,18.8,1,2,-37.9128,145.16152,2017,7,29
1030000,h,S,Monash City Council,4,18.8,2,2,-37.92299,145.19156,2017,7,29
540000,u,VB,Glen Eira City Council,2,10.1,1,1,-37.89563,145.06992,2017,7,29
910000,u,S,Glen Eira City Council,2,10.1,1,2,-37.89801,145.07104,2017,7,29
295000,u,PI,Glen Eira City Council,1,10.1,1,1,-37.89022,145.07333,2017,7,29
1965000,h,S,Glen Eira City Council,3,10.1,2,3,-37.888,145.07123,2017,7,29
950000,t,SP,Hobsons Bay City Council,3,6.2,2,2,-37.83712,144.86686,2017,7,29
582000,u,SP,Hobsons Bay City Council,2,6.2,1,1,-37.84212,144.88211,2017,7,29
695000,h,S,Greater Dandenong City Council,3,22.7,1,1,-37.962,145.18035,2017,7,29
681000,u,S,Melbourne City Council,3,1.8,1,1,-37.79773,144.94611,2017,7,29
1803000,h,SP,Melbourne City Council,2,1.8,2,0,-37.80304,144.95614,2017,7,29
950000,h,SP,Darebin City Council,2,5.3,1,0,-37.78024,144.99289,2017,7,29
1610000,h,S,Darebin City Council,3,5.3,1,4,-37.76433,145.00813,2017,7,29
1515000,h,S,Darebin City Council,4,5.3,1,2,-37.7631,144.99884,2017,7,29
725000,u,S,Manningham City Council,2,15.4,1,2,-37.82577,145.17896,2017,7,29
813000,u,S,Manningham City Council,3,15.4,2,2,-37.82923,145.1744,2017,7,29
545000,t,PI,Moreland City Council,2,11.2,1,1,-37.71652,144.92268,2017,7,29
1300000,h,PI,Moreland City Council,4,11.2,2,2,-37.71979,144.92341,2017,7,29
1260000,h,S,Moreland City Council,4,11.2,2,2,-37.71652,144.91211,2017,7,29
921000,h,S,Moreland City Council,4,11.2,1,4,-37.7204,144.9143,2017,7,29
1250000,h,S,Kingston City Council,3,15.5,1,2,-37.9123,145.09737,2017,7,29
840000,h,PI,Kingston City Council,3,15.5,1,4,-37.93869,145.08441,2017,7,29
1350000,h,VB,Kingston City Council,5,21.5,2,2,-37.99336,145.08953,2017,7,29
541000,u,S,Moreland City Council,2,8.5,1,1,-37.72136,144.92932,2017,7,29
565000,u,S,Moreland City Council,2,8.5,1,2,-37.73199,144.93395,2017,7,29
840000,h,PI,Moreland City Council,3,8.5,1,1,-37.71962,144.94756,2017,7,29
940000,h,SP,Moreland City Council,3,8.5,1,1,-37.7327,144.92966,2017,7,29
620000,h,S,Wyndham City Council,4,14.7,2,2,-37.91269,144.73946,2017,7,29
801000,h,S,Wyndham City Council,4,14.7,2,2,-37.90622,144.74946,2017,7,29
1722500,h,S,Melbourne City Council,2,3.5,1,0,-37.83446,144.94021,2017,7,29
2730000,h,S,Melbourne City Council,3,3.5,1,1,-37.83789,144.93834,2017,7,29
1030000,h,S,Melbourne City Council,3,3.5,1,0,-37.83424,144.94572,2017,7,29
520000,u,PI,Stonnington City Council,2,4.6,2,1,-37.84968,144.99389,2017,7,29
1485000,h,S,Darebin City Council,4,8.4,1,2,-37.74684,144.9933,2017,7,29
1350000,h,SP,Darebin City Council,7,8.4,3,4,-37.73526,144.99508,2017,7,29
905000,h,PI,Darebin City Council,3,8.4,1,1,-37.73379,144.99054,2017,7,29
1045000,h,S,Darebin City Council,3,8.4,1,2,-37.75371,145.01964,2017,7,29
905000,h,S,Darebin City Council,4,12,1,2,-37.70433,145.02068,2017,7,29
875000,h,S,Darebin City Council,2,12,1,2,-37.73019,145.01712,2017,7,29
670000,h,S,Darebin City Council,3,12,2,1,-37.69505,144.98126,2017,7,29
605000,h,SP,Darebin City Council,3,12,1,1,-37.69372,144.98058,2017,7,29
672000,t,S,Darebin City Council,2,12,1,1,-37.71045,145.0018,2017,7,29
660000,u,SA,Yarra City Council,2,2.4,1,1,-37.82009,145.0038,2017,7,29
1310000,h,S,Yarra City Council,3,2.4,1,1,-37.81179,145.00351,2017,7,29
666000,u,S,Yarra City Council,2,2.4,1,1,-37.8211,144.99896,2017,7,29
330000,u,VB,Yarra City Council,1,2.4,1,1,-37.81317,145.00834,2017,7,29
927000,u,S,Yarra City Council,2,2.4,1,2,-37.83305,144.99745,2017,7,29
575500,u,S,Yarra City Council,2,2.4,1,1,-37.82328,144.99203,2017,7,29
1400000,h,S,Maroondah City Council,3,21.3,2,4,-37.81289,145.24213,2017,7,29
850000,h,VB,Manningham City Council,5,19.9,3,2,-37.79682,145.21731,2017,7,29
1005000,h,S,Manningham City Council,4,19.9,2,2,-37.79465,145.2244,2017,7,29
558500,u,SP,Port Phillip City Council,2,7.2,1,1,-37.87827,144.99752,2017,7,29
393200,h,S,Hume City Council,3,20.6,1,1,-37.62464,144.9345,2017,7,29
460000,h,S,Hume City Council,3,20.6,2,3,-37.63544,144.93274,2017,7,29
490000,h,S,Hume City Council,3,20.6,2,2,-37.62584,144.92506,2017,7,29
1660000,h,S,Bayside City Council,4,15.2,2,2,-37.96,145.02068,2017,7,29
1235000,h,S,Bayside City Council,4,15.2,2,2,-37.95882,145.02138,2017,7,29
590000,h,S,Hobsons Bay City Council,4,15.5,2,2,-37.87896,144.75473,2017,7,29
870000,h,S,Frankston City Council,4,35.4,2,2,-38.10052,145.13397,2017,7,29
880000,h,S,Frankston City Council,4,35.4,2,2,-38.09683,145.12981,2017,7,29
312000,u,S,Hobsons Bay City Council,1,11,1,0,-37.86007,144.84578,2017,7,29
945000,h,SP,Maribyrnong City Council,2,5.1,1,1,-37.80473,144.89095,2017,7,29
730000,t,S,Hobsons Bay City Council,3,6.2,2,2,-37.83172,144.86683,2017,7,29
2200000,h,VB,Port Phillip City Council,3,1.9,2,1,-37.83381,144.96287,2017,7,29
980000,h,VB,Port Phillip City Council,2,1.9,1,0,-37.83326,144.95464,2017,7,29
561000,h,SP,Whittlesea City Council,4,20.5,2,1,-37.62614,145.06723,2017,7,29
612000,h,S,Whittlesea City Council,4,20.5,2,2,-37.65621,145.0939,2017,7,29
690000,h,S,Whittlesea City Council,3,20.5,2,4,-37.65498,145.08712,2017,7,29
1090000,u,S,Melbourne City Council,2,2.7,2,2,-37.83613,144.99661,2017,7,29
570000,u,VB,Melbourne City Council,2,2.7,1,1,-37.84679,145.00206,2017,7,29
555000,u,S,Melbourne City Council,1,2.7,1,1,-37.83631,145.00181,2017,7,29
732000,u,S,Melbourne City Council,2,0.7,1,0,-37.82618,144.96891,2017,7,29
481000,u,S,Port Phillip City Council,1,5,1,1,-37.85984,144.9867,2017,7,29
600000,u,VB,Port Phillip City Council,2,5,1,1,-37.85911,144.979,2017,7,29
360000,u,SP,Hume City Council,2,31.7,1,1,-37.57063,144.70693,2017,7,29
597000,h,S,Hume City Council,4,31.7,2,4,-37.57816,144.73431,2017,7,29
475000,h,S,Hume City Council,3,31.7,1,4,-37.58442,144.75565,2017,7,29
495000,h,S,Hume City Council,3,31.7,2,2,-37.57499,144.75329,2017,7,29
695000,h,S,Brimbank City Council,3,10.5,1,0,-37.78871,144.81369,2017,7,29
760000,h,S,Brimbank City Council,3,10.5,1,2,-37.79135,144.79948,2017,7,29
583500,h,S,Brimbank City Council,3,10.5,1,1,-37.80118,144.80996,2017,7,29
1050000,u,PI,Boroondara City Council,3,10.2,2,2,-37.83358,145.09884,2017,7,29
585000,h,S,Brimbank City Council,3,18,2,2,-37.70525,144.75699,2017,7,29
685000,h,S,Brimbank City Council,3,15.5,1,2,-37.70892,144.80087,2017,7,29
693000,h,S,Brimbank City Council,3,15.5,2,3,-37.70458,144.79505,2017,7,29
1245000,h,S,Manningham City Council,3,12.4,2,2,-37.76311,145.10494,2017,7,29
2000000,h,VB,Manningham City Council,6,12.4,3,2,-37.77404,145.11703,2017,7,29
867000,h,S,Whittlesea City Council,3,15.3,1,3,-37.67908,145.02095,2017,7,29
407000,u,S,Whittlesea City Council,2,15.3,1,1,-37.68199,145.01744,2017,7,29
590500,h,S,Whittlesea City Council,3,15.3,1,1,-37.67681,145.00323,2017,7,29
1000000,h,PI,Darebin City Council,3,7,2,2,-37.75884,145.00264,2017,7,29
891000,h,S,Darebin City Council,3,7,2,2,-37.75948,144.99615,2017,7,29
615500,h,S,Brimbank City Council,3,12.9,2,1,-37.70322,144.88236,2017,7,29
300000,u,SP,Brimbank City Council,2,12.9,1,1,-37.69815,144.88019,2017,7,29
908000,h,S,Knox City Council,4,14.7,2,1,-37.84839,145.24191,2017,7,29
850000,h,VB,Knox City Council,4,14.7,2,3,-37.85297,145.23815,2017,7,29
1200000,h,S,Knox City Council,4,14.7,2,3,-37.85636,145.23684,2017,7,29
1310000,h,S,Knox City Council,5,14.7,3,2,-37.87846,145.24212,2017,7,29
930000,h,S,Knox City Council,4,14.7,2,2,-37.8789,145.24262,2017,7,29
686000,u,S,Banyule City Council,2,14.5,1,1,-37.71607,145.07884,2017,7,29
755000,h,S,Banyule City Council,4,14.5,1,2,-37.7002,145.08434,2017,7,29
678000,h,S,Wyndham City Council,2,14.7,1,1,-37.90379,144.66165,2017,7,29
645000,h,PI,Wyndham City Council,4,14.7,2,2,-37.89359,144.66911,2017,7,29
482500,h,S,Wyndham City Council,4,14.7,2,0,-37.89337,144.64003,2017,7,29
394000,u,PI,Wyndham City Council,3,14.7,2,4,-37.87895,144.6707,2017,7,29
597000,h,S,Wyndham City Council,3,14.7,1,1,-37.89402,144.66276,2017,7,29
1300000,h,SP,Maribyrnong City Council,4,6.4,2,2,-37.79458,144.87271,2017,7,29
821000,h,S,Hume City Council,4,16.5,3,2,-37.67841,144.87924,2017,7,29
635000,h,S,Hume City Council,3,16.5,2,1,-37.68026,144.88468,2017,7,29
1095000,h,S,Monash City Council,5,16.7,2,2,-37.91636,145.17581,2017,7,29
601000,h,S,Whittlesea City Council,3,35.5,2,1,-37.51232,145.13282,2017,7,29
1050000,h,VB,Hobsons Bay City Council,3,6.8,1,0,-37.86558,144.90474,2017,7,29
385000,u,SP,Hobsons Bay City Council,1,6.8,1,1,-37.85588,144.89936,2017,7,29
1285000,h,S,Hobsons Bay City Council,3,6.8,1,0,-37.86335,144.89487,2017,7,29
560000,u,PI,Port Phillip City Council,2,4.6,1,1,-37.85581,144.99025,2017,7,29
525300,h,S,Whittlesea City Council,3,25.5,2,2,-37.61387,145.0385,2017,7,29
750000,h,SP,Maribyrnong City Council,2,6.3,1,2,-37.81649,144.86731,2017,7,29
2450000,h,VB,Maribyrnong City Council,6,6.3,3,2,-37.81038,144.89389,2017,7,29
1436000,h,S,Moonee Valley City Council,4,7.5,3,3,-37.75788,144.90487,2017,9,3
421000,u,S,Moonee Valley City Council,2,10.4,1,1,-37.72875,144.87927,2017,9,3
1910000,h,S,Port Phillip City Council,2,3,1,1,-37.84207,144.95533,2017,9,3
905000,h,S,Brimbank City Council,5,10.5,2,3,-37.78345,144.82295,2017,9,3
1680000,h,S,Darebin City Council,4,5.7,3,2,-37.77928,145.02993,2017,9,3
913000,h,S,Hobsons Bay City Council,3,11,2,3,-37.8614,144.81931,2017,9,3
870000,h,VB,Hobsons Bay City Council,3,11,1,2,-37.86525,144.81988,2017,9,3
590000,h,PI,Hobsons Bay City Council,3,15.5,1,2,-37.87063,144.77632,2017,9,3
1070000,h,PI,Hobsons Bay City Council,3,9.4,1,3,-37.83511,144.84905,2017,9,3
5100000,h,S,Stonnington City Council,4,6.3,2,2,-37.85249,145.02091,2017,9,3
450000,u,VB,Stonnington City Council,2,6.3,1,0,-37.85816,145.02001,2017,9,3
820000,u,S,Stonnington City Council,2,6.3,1,1,-37.8528,145.02684,2017,9,3
1330000,h,S,Stonnington City Council,2,6.3,2,1,-37.8517,145.0197,2017,9,3
1160000,t,S,Stonnington City Council,3,6.3,1,2,-37.86219,145.02086,2017,9,3
1130000,h,S,Moonee Valley City Council,3,4.3,1,1,-37.77557,144.9142,2017,9,3
985000,h,S,Moonee Valley City Council,3,4.3,1,0,-37.77215,144.91144,2017,9,3
695000,u,S,Moonee Valley City Council,3,9.5,2,1,-37.75923,144.85691,2017,9,3
905000,h,S,Moonee Valley City Council,4,9.5,1,2,-37.75485,144.86806,2017,9,3
600000,u,VB,Port Phillip City Council,2,6.4,1,1,-37.87078,144.99898,2017,9,3
870000,h,S,Boroondara City Council,2,7.9,1,1,-37.81524,145.0843,2017,9,3
1785000,h,PI,Boroondara City Council,3,9.7,2,3,-37.80273,145.08392,2017,9,3
1485000,t,S,Boroondara City Council,3,9.7,2,5,-37.79065,145.0908,2017,9,3
2650000,h,VB,Boroondara City Council,4,9.7,2,2,-37.7883,145.07805,2017,9,3
1005000,t,S,Boroondara City Council,3,9.7,2,2,-37.79423,145.10535,2017,9,3
1951000,h,S,Boroondara City Council,5,9.7,3,3,-37.79066,145.09004,2017,9,3
1950000,h,S,Boroondara City Council,5,9.7,3,2,-37.80235,145.09311,2017,9,3
1800000,h,PI,Boroondara City Council,5,9.7,2,2,-37.80139,145.10263,2017,9,3
824000,h,S,Knox City Council,3,23.2,1,2,-37.85063,145.25802,2017,9,3
1630000,h,S,Bayside City Council,4,17.3,2,2,-37.97647,145.04628,2017,9,3
1405000,h,PI,Bayside City Council,3,17.3,2,2,-37.98934,145.03327,2017,9,3
2310000,h,S,Glen Eira City Council,4,11.4,3,4,-37.92205,145.03512,2017,9,3
1660000,h,S,Glen Eira City Council,5,11.4,3,2,-37.9135,145.02923,2017,9,3
770000,u,VB,Glen Eira City Council,2,11.4,1,0,-37.9131,145.02931,2017,9,3
1330000,t,S,Glen Eira City Council,4,13.8,3,2,-37.93194,145.06062,2017,9,3
1290000,h,VB,Glen Eira City Council,3,13.8,1,2,-37.93194,145.05919,2017,9,3
1216000,h,S,Glen Eira City Council,4,13.8,1,2,-37.93206,145.07929,2017,9,3
1575000,h,S,Glen Eira City Council,2,13.8,1,5,-37.91567,145.05357,2017,9,3
1140000,h,S,Glen Eira City Council,3,13.8,1,2,-37.93067,145.06696,2017,9,3
1470000,h,SP,Glen Eira City Council,3,13.8,2,2,-37.91506,145.07121,2017,9,3
827000,h,S,Casey City Council,4,35.2,2,2,-38.07113,145.34581,2017,9,3
940000,h,VB,Casey City Council,5,35.2,4,2,-38.0294,145.3431,2017,9,3
975000,h,SP,Casey City Council,4,35.2,3,2,-38.06508,145.35417,2017,9,3
1950000,h,PI,Bayside City Council,4,17.3,3,2,-37.97359,145.01884,2017,9,3
1350000,h,SP,Whitehorse City Council,5,13.4,2,4,-37.82893,145.15723,2017,9,3
1160000,h,S,Whitehorse City Council,3,13.4,2,1,-37.80347,145.1427,2017,9,3
1375000,h,S,Whitehorse City Council,4,13.4,1,3,-37.80815,145.15441,2017,9,3
1320000,h,SP,Whitehorse City Council,3,13.4,2,4,-37.80752,145.14878,2017,9,3
840000,h,VB,Kingston City Council,4,27,2,1,-38.06053,145.12938,2017,9,3
2831000,h,S,Whitehorse City Council,3,10.9,1,3,-37.8164,145.12964,2017,9,3
1820000,h,SP,Whitehorse City Council,2,10.9,1,2,-37.82756,145.11897,2017,9,3
610000,u,S,Banyule City Council,2,16.1,1,1,-37.70924,145.11412,2017,9,3
5500000,h,VB,Bayside City Council,5,10.5,5,2,-37.89544,145.00279,2017,9,3
617000,u,S,Bayside City Council,2,10.5,1,1,-37.90233,144.99375,2017,9,3
1700000,t,VB,Bayside City Council,4,10.5,3,2,-37.91897,145.00329,2017,9,3
4125000,h,S,Bayside City Council,3,10.5,1,3,-37.91384,144.99216,2017,9,3
2515000,h,S,Bayside City Council,4,10.3,2,2,-37.90953,145.0155,2017,9,3
817500,u,S,Bayside City Council,2,10.3,1,1,-37.92416,145.00658,2017,9,3
1590000,h,S,Bayside City Council,3,10.3,2,3,-37.91166,145.02265,2017,9,3
1775000,h,S,Bayside City Council,3,10.3,1,1,-37.92066,145.01629,2017,9,3
780000,h,VB,Bayside City Council,2,10.3,1,1,-37.90778,145.01582,2017,9,3
673000,h,S,Hume City Council,3,14,1,1,-37.69404,144.91764,2017,9,3
1400000,h,VB,Moreland City Council,3,5.2,1,0,-37.77203,144.9539,2017,9,3
1200000,h,S,Moreland City Council,3,5.2,2,1,-37.77394,144.96317,2017,9,3
515000,u,S,Moreland City Council,2,5.2,1,1,-37.77421,144.9505,2017,9,3
800000,h,VB,Moreland City Council,2,5.2,1,0,-37.76806,144.9598,2017,9,3
1023000,h,S,Moreland City Council,2,4,1,0,-37.77221,144.97537,2017,9,3
755000,t,S,Moreland City Council,2,4,2,1,-37.77621,144.97706,2017,9,3
820000,u,PI,Manningham City Council,3,10.8,2,2,-37.78045,145.10038,2017,9,3
680000,h,S,Banyule City Council,3,12.1,1,2,-37.69669,145.04515,2017,9,3
670000,h,S,Banyule City Council,3,12.1,1,2,-37.69282,145.04387,2017,9,3
814000,h,S,Banyule City Council,3,12.1,1,2,-37.70861,145.05691,2017,9,3
715000,h,SP,Banyule City Council,3,12.1,1,1,-37.70603,145.05423,2017,9,3
657500,h,SP,Melton City Council,3,14.8,2,2,-37.75225,144.7552,2017,9,3
580000,h,SP,Melton City Council,4,14.8,2,2,-37.73438,144.76265,2017,9,3
930000,h,S,Whitehorse City Council,3,14.7,2,2,-37.85793,145.13925,2017,9,3
4060000,h,S,Boroondara City Council,4,7.7,3,2,-37.84457,145.06218,2017,9,3
3950000,h,VB,Boroondara City Council,6,7.7,3,4,-37.83562,145.05566,2017,9,3
1455000,h,S,Boroondara City Council,3,7.7,2,2,-37.83641,145.07594,2017,9,3
1850000,t,VB,Boroondara City Council,4,7.7,2,2,-37.84612,145.09485,2017,9,3
1600000,t,PI,Boroondara City Council,3,7.7,2,1,-37.84514,145.05953,2017,9,3
950000,u,VB,Boroondara City Council,3,7.7,1,2,-37.82731,145.06452,2017,9,3
692500,u,S,Boroondara City Council,2,7.7,1,1,-37.84197,145.09374,2017,9,3
615000,u,S,Boroondara City Council,2,8.4,1,1,-37.83201,145.08163,2017,9,3
1520000,h,PI,Melbourne City Council,2,3.5,1,1,-37.78406,144.97494,2017,9,3
1333000,h,S,Glen Eira City Council,3,10.1,2,2,-37.88626,145.0499,2017,9,3
1609000,h,S,Glen Eira City Council,4,8.4,2,2,-37.88376,145.04476,2017,9,3
985000,t,S,Glen Eira City Council,4,8.4,2,2,-37.88605,145.04469,2017,9,3
490000,u,PI,Glen Eira City Council,2,7.8,1,1,-37.86426,145.01896,2017,9,3
1131000,h,S,Monash City Council,2,11.7,1,1,-37.87606,145.10199,2017,9,3
721000,h,S,Kingston City Council,3,27,1,2,-38.05179,145.14185,2017,9,3
960000,h,S,Bayside City Council,3,17.9,1,2,-37.95678,145.06133,2017,9,3
1295000,h,S,Bayside City Council,3,17.9,2,2,-37.95499,145.06775,2017,9,3
1238888,h,SP,Monash City Council,3,16.7,1,1,-37.91739,145.11773,2017,9,3
575000,u,SP,Kingston City Council,2,17.5,1,2,-37.93524,145.1306,2017,9,3
1436000,h,S,Yarra City Council,3,3.6,2,0,-37.78888,145.00036,2017,9,3
1020000,h,S,Darebin City Council,3,6.7,1,1,-37.75463,144.97088,2017,9,3
1055000,h,S,Darebin City Council,4,6.7,1,1,-37.74192,144.95097,2017,9,3
1080000,h,VB,Darebin City Council,4,6.7,1,1,-37.75089,144.94833,2017,9,3
685000,t,SP,Darebin City Council,2,6.7,2,1,-37.73673,144.97013,2017,9,3
550000,h,VB,Darebin City Council,2,6.7,1,1,-37.74547,144.95223,2017,9,3
1210000,h,S,Darebin City Council,3,6.7,1,4,-37.74513,144.95458,2017,9,3
631000,t,S,Darebin City Council,2,6.7,2,1,-37.73615,144.97455,2017,9,3
926000,h,SP,Darebin City Council,4,6.7,1,5,-37.72525,144.96583,2017,9,3
457000,h,S,Hume City Council,3,17.4,1,2,-37.65532,144.93393,2017,9,3
560000,h,VB,Hume City Council,4,20.6,2,1,-37.61099,144.93901,2017,9,3
505000,h,S,Hume City Council,4,20.6,2,2,-37.57008,144.90388,2017,9,3
497500,h,S,Hume City Council,3,20.6,2,2,-37.57095,144.92584,2017,9,3
640000,u,SP,Maroondah City Council,3,23,1,2,-37.79348,145.2872,2017,9,3
730000,h,VB,Maroondah City Council,4,23,2,2,-37.79725,145.29651,2017,9,3
1005000,h,S,Maroondah City Council,3,23,1,8,-37.80618,145.27755,2017,9,3
790000,h,S,Maroondah City Council,3,23,2,2,-37.77473,145.26256,2017,9,3
931000,h,S,Maroondah City Council,3,23,2,2,-37.78028,145.26581,2017,9,3
1000000,h,SP,Maroondah City Council,4,23,3,4,-37.76824,145.26384,2017,9,3
